Index,Image,Style,Colour,Offer SKU,SKURestockDate,StyleRestockDate,Cost Price,RRP,Sale Price,Stock,Q3 2024,Q4 2024,Q1 2025,Q2 2025,Total Sold
139,https://www.leathercompany.co.uk/images/products/zoom/1708431174-13672700.jpg,d-101,TAN,0005049500,2025-08-01,2024-11-01,-,49.95,37.46,5.0,0,2,5,1,8
139,https://www.leathercompany.co.uk/images/products/zoom/1708431174-13672700.jpg,d-101,TEAL,0005049600,2024-12-01,2024-11-01,-,49.95,37.46,2.0,0,1,0,0,1
139,https://www.leathercompany.co.uk/images/products/zoom/1708431174-13672700.jpg,d-101,YELLOW,0005049700,2025-03-01,2024-11-01,-,49.95,37.46,2.0,0,0,1,0,1
140,https://www.leathercompany.co.uk/images/products/zoom/1739982460-83704500.jpg,cardiff,BLACK,0005432000,2025-02-01,2025-02-01,8.35,100.00,36.49,160.0,0,0,8,14,22
140,https://www.leathercompany.co.uk/images/products/zoom/1739982460-83704500.jpg,cardiff,BLUSH,0005432100,2025-03-01,2025-02-01,8.35,100.00,36.49,81.0,0,0,1,7,8
140,https://www.leathercompany.co.uk/images/products/zoom/1739982460-83704500.jpg,cardiff,COGNAC,0005432200,2025-04-01,2025-02-01,8.35,100.00,36.49,94.0,0,0,0,6,6
140,https://www.leathercompany.co.uk/images/products/zoom/1739982460-83704500.jpg,cardiff,FERN,0005432300,2025-05-01,2025-02-01,8.35,100.00,36.49,93.0,0,0,0,3,3
140,https://www.leathercompany.co.uk/images/products/zoom/1739982460-83704500.jpg,cardiff,HOT PINK,0005432400,2025-05-01,2025-02-01,8.35,100.00,36.49,96.0,0,0,0,2,2
141,https://www.leathercompany.co.uk/images/products/zoom/1708698599-88352400.jpg,x-31,BLACK,0005051700,2024-09-01,2024-06-01,-,49.99,37.49,3.0,1,5,2,3,11
141,https://www.leathercompany.co.uk/images/products/zoom/1708698599-88352400.jpg,x-31,GREEN,0005051800,2025-05-01,2024-06-01,-,49.99,37.49,2.0,2,3,0,1,6
141,https://www.leathercompany.co.uk/images/products/zoom/1708698599-88352400.jpg,x-31,NAVY,0005051900,2024-06-01,2024-06-01,-,49.99,37.49,3.0,1,4,3,1,9
141,https://www.leathercompany.co.uk/images/products/zoom/1708698599-88352400.jpg,x-31,ORANGE,0005052000,2025-05-01,2024-06-01,-,49.99,37.49,11.0,1,2,0,1,4
141,https://www.leathercompany.co.uk/images/products/zoom/1708698599-88352400.jpg,x-31,TAN,0005052200,2025-06-01,2024-06-01,-,49.99,37.49,6.0,0,0,1,1,2
141,https://www.leathercompany.co.uk/images/products/zoom/1708698599-88352400.jpg,x-31,TEAL,0005052300,2024-11-01,2024-06-01,-,49.99,37.49,3.0,0,4,0,0,4
141,https://www.leathercompany.co.uk/images/products/zoom/1708698599-88352400.jpg,x-31,WHITE,0005052400,2025-05-01,2024-06-01,-,49.99,37.49,5.0,2,1,0,2,5
141,https://www.leathercompany.co.uk/images/products/zoom/1708698599-88352400.jpg,x-31,WINE,0005052500,2025-04-01,2024-06-01,-,49.99,37.49,1.0,0,2,0,2,4
141,https://www.leathercompany.co.uk/images/products/zoom/1708698599-88352400.jpg,x-31,WOOD ROSE,0005052600,2025-08-01,2024-06-01,-,49.99,37.49,7.0,0,1,2,0,3
142,https://www.leathercompany.co.uk/images/products/zoom/1744795777-24429900.jpg,62340,BLACK,0005510100,2025-05-01,2025-04-01,-,119.00,39.99,128.0,0,0,0,5,5
142,https://www.leathercompany.co.uk/images/products/zoom/1744795777-24429900.jpg,62340,STONE,0005510200,2025-05-01,2025-04-01,-,119.00,39.99,93.0,0,0,0,3,3
142,https://www.leathercompany.co.uk/images/products/zoom/1744795777-24429900.jpg,62340,WHITE,0005510300,2025-04-01,2025-04-01,-,119.00,39.99,73.0,0,0,0,18,18
144,https://www.leathercompany.co.uk/images/products/1682431959-52965700.jpg,z-73,BLACK,0004597000,2024-12-01,2024-11-01,-,80.00,60.0,0.0,0,6,21,0,27
144,https://www.leathercompany.co.uk/images/products/1682431959-52965700.jpg,z-73,GREEN,0004597100,2025-01-01,2024-11-01,-,80.00,60.0,4.0,0,0,5,0,5
144,https://www.leathercompany.co.uk/images/products/1682431959-52965700.jpg,z-73,TAN,0004597200,2024-12-01,2024-11-01,-,80.00,60.0,1.0,0,4,4,4,12
144,https://www.leathercompany.co.uk/images/products/1682431959-52965700.jpg,z-73,WINE,0004597300,2024-11-01,2024-11-01,-,80.00,60.0,9.0,0,5,4,0,9
146,https://www.leathercompany.co.uk/images/products/1643645197-65254900.jpg,J-18,BLUE ATOLL,0004284200,2025-05-01,2024-08-01,-,99.00,65.0,20.0,0,0,0,1,1
146,https://www.leathercompany.co.uk/images/products/1643645197-65254900.jpg,J-18,RASPBERRY,0004284100,2024-08-01,2024-08-01,-,99.00,65.0,18.0,1,0,0,0,1
147,https://www.leathercompany.co.uk/images/products/zoom/1727798144-72498900.jpg,19-208,BRIDGE,0005296400,2024-10-01,2024-10-01,-,149.00,68.99,0.0,0,23,24,2,49
149,https://www.leathercompany.co.uk/images/products/1590597836-83206200.jpg,V-21,BLACK,0003855700,2023-05-01,2023-05-01,-,69.00,39.99,0.0,1,0,0,0,1
149,https://www.leathercompany.co.uk/images/products/1590597836-83206200.jpg,V-21,CHESTNUT,0003855900,2025-06-01,2023-05-01,-,69.00,39.99,7.0,1,2,1,1,5
150,https://www.leathercompany.co.uk/images/products/1589554895-70698500.jpg,V-26,BLACK,0003857200,2023-11-01,2023-11-01,-,115.00,65.0,5.0,4,6,5,1,16
150,https://www.leathercompany.co.uk/images/products/1589554895-70698500.jpg,V-26,CHESTNUT,0003857400,2024-09-01,2023-11-01,-,115.00,65.0,6.0,2,5,1,0,8
150,https://www.leathercompany.co.uk/images/products/1589554895-70698500.jpg,V-26,NAVY,0003857300,2024-02-01,2023-11-01,-,115.00,65.0,7.0,1,3,3,0,7
151,https://www.leathercompany.co.uk/images/products/1643387546-93718000.jpg,J-16,BLACK,0004283500,2024-11-01,2023-08-01,-,99.99,74.99,0.0,0,1,3,0,4
151,https://www.leathercompany.co.uk/images/products/1643387546-93718000.jpg,J-16,WINTER SKY,0004283600,2023-08-01,2023-08-01,-,99.99,74.99,14.0,0,0,0,0,0
152,https://www.leathercompany.co.uk/images/products/zoom/1727885577-42953300.jpg,dungannon,avio blue,0005308300,2024-11-01,2024-11-01,-,139.00,48.99,10.0,0,7,10,9,26
152,https://www.leathercompany.co.uk/images/products/zoom/1727885577-42953300.jpg,dungannon,cameo rose,0005308400,2024-11-01,2024-11-01,-,139.00,48.99,23.0,0,10,3,2,15
153,https://www.leathercompany.co.uk/images/products/1621424017-89604000.jpg,C-52,GREEN,0004149400,2023-05-01,2023-05-01,-,90.00,54.99,0.0,4,0,0,0,4
153,https://www.leathercompany.co.uk/images/products/1621424017-89604000.jpg,C-52,TAN,0004149100,2023-12-01,2023-05-01,-,90.00,54.99,5.0,1,5,4,0,10
154,https://www.leathercompany.co.uk/images/products/1590584511-42521300.jpg,V-25,BLACK,0003856900,2024-05-01,2023-05-01,-,115.00,62.99,0.0,6,8,2,0,16
154,https://www.leathercompany.co.uk/images/products/1590584511-42521300.jpg,V-25,CHESTNUT,0003857100,2023-05-01,2023-05-01,-,115.00,62.99,0.0,2,1,0,0,3
154,https://www.leathercompany.co.uk/images/products/1590584511-42521300.jpg,V-25,NAVY,0003857000,2025-04-01,2023-05-01,-,115.00,62.99,0.0,2,4,0,2,8
155,https://www.leathercompany.co.uk/images/products/1646842877-19295500.jpg,L-75,BLACK,0004418900,2024-11-01,2024-10-01,-,90.00,54.99,7.0,0,7,2,2,11
155,https://www.leathercompany.co.uk/images/products/1646842877-19295500.jpg,L-75,BRANDY,0004419000,2025-01-01,2024-10-01,-,90.00,54.99,1.0,0,0,6,3,9
155,https://www.leathercompany.co.uk/images/products/1646842877-19295500.jpg,L-75,COGNAC,0004313900,2024-10-01,2024-10-01,-,90.00,54.99,8.0,0,3,4,6,13
156,https://www.leathercompany.co.uk/images/products/zoom/1741779971-16239600.jpg,32056,2 tone tan,0005449700,2025-03-01,2025-03-01,3.25,55.00,22.49,194.0,0,0,1,4,5
156,https://www.leathercompany.co.uk/images/products/zoom/1741779971-16239600.jpg,32056,BEIGE,0005449800,2025-03-01,2025-03-01,3.25,55.00,22.49,196.0,0,0,1,2,3
156,https://www.leathercompany.co.uk/images/products/zoom/1741779971-16239600.jpg,32056,BLACK,0005449600,2025-03-01,2025-03-01,3.25,55.00,22.49,193.0,0,0,3,5,8
156,https://www.leathercompany.co.uk/images/products/zoom/1741779971-16239600.jpg,32056,DENIM,0005449900,2025-03-01,2025-03-01,3.25,55.00,22.49,194.0,0,0,2,2,4
156,https://www.leathercompany.co.uk/images/products/zoom/1741779971-16239600.jpg,32056,SAGE,0005450000,2025-06-01,2025-03-01,3.25,55.00,22.49,196.0,0,0,0,1,1
156,https://www.leathercompany.co.uk/images/products/zoom/1741779971-16239600.jpg,32056,WOOD ROSE,0005450100,2025-03-01,2025-03-01,3.25,55.00,22.49,193.0,0,0,1,4,5
157,https://www.leathercompany.co.uk/images/products/1623243791-80969300.jpg,ELA 1495,BLACK,0003379200,2024-11-01,2024-11-01,-,59.99,29.99,0.0,0,10,12,4,26
157,https://www.leathercompany.co.uk/images/products/1623243791-80969300.jpg,ELA 1495,MUD/BROWN,0005073000,2024-12-01,2024-11-01,-,60.00,45.0,3.0,0,1,4,1,6
157,https://www.leathercompany.co.uk/images/products/1623243791-80969300.jpg,ELA 1495,NAVY,0003379400,2024-11-01,2024-11-01,-,59.99,29.99,10.0,0,3,3,2,8
158,https://www.leathercompany.co.uk/images/products/1646843910-13693200.jpg,62551,MANDARIN,0004509800,2025-06-01,2024-12-01,-,69.99,50.0,51.0,1,1,1,1,4
158,https://www.leathercompany.co.uk/images/products/1646843910-13693200.jpg,62551,NAVY,0003754800,2025-05-01,2024-12-01,-,69.99,50.0,3.0,1,6,0,1,8
158,https://www.leathercompany.co.uk/images/products/1646843910-13693200.jpg,62551,RED,0003755900,2024-12-01,2024-12-01,-,69.99,50.0,50.0,0,1,0,0,1
159,https://www.leathercompany.co.uk/images/products/1599131836-71268500.jpg,G-43,BLACK,0003935300,2024-11-01,2024-07-01,-,50.00,37.5,6.0,0,6,4,0,10
159,https://www.leathercompany.co.uk/images/products/1599131836-71268500.jpg,G-43,BRANDY,0003935500,2025-05-01,2024-07-01,-,50.00,37.5,8.0,0,1,0,1,2
159,https://www.leathercompany.co.uk/images/products/1599131836-71268500.jpg,G-43,TAN,0003935400,2024-07-01,2024-07-01,-,50.00,37.5,8.0,1,9,4,1,15
160,https://www.leathercompany.co.uk/images/products/1654776682-33718800.jpg,S-21,GREEN,0004379500,2024-10-01,2024-10-01,-,45.00,20.0,0.0,0,10,8,0,18
160,https://www.leathercompany.co.uk/images/products/1654776682-33718800.jpg,S-21,NAVY,0004379400,2024-11-01,2024-10-01,-,45.00,20.0,6.0,0,4,2,0,6
160,https://www.leathercompany.co.uk/images/products/1654776682-33718800.jpg,S-21,TAN,0004379300,2024-10-01,2024-10-01,-,45.00,20.0,3.0,0,5,5,1,11
161,https://www.leathercompany.co.uk/images/products/1669138647-91836800.jpg,c-50 croc,BLK/CROC,0004508700,2024-06-01,2024-06-01,-,110.00,50.0,114.0,3,4,6,3,16
161,https://www.leathercompany.co.uk/images/products/1669138647-91836800.jpg,c-50 croc,GREEN/CROC,0004508800,2025-02-01,2024-06-01,-,110.00,50.0,2.0,3,0,1,4,8
161,https://www.leathercompany.co.uk/images/products/1669138647-91836800.jpg,c-50 croc,TAN/CROC,0004508900,2025-02-01,2024-06-01,-,110.00,50.0,181.0,5,0,3,2,10
162,https://www.leathercompany.co.uk/images/products/1654778195-95289500.jpg,S-20,NAVY,0004379100,2024-10-01,2024-10-01,-,45.00,20.0,1.0,0,23,4,4,31
163,https://www.leathercompany.co.uk/images/products/1643383536-32298400.jpg,J-14,BLACK,0004283000,2024-11-01,2024-11-01,-,110.00,65.0,14.0,0,4,2,2,8
163,https://www.leathercompany.co.uk/images/products/1643383536-32298400.jpg,J-14,WOOD ROSE,0004283100,2024-12-01,2024-11-01,-,110.00,65.0,20.0,0,1,1,2,4
165,https://www.leathercompany.co.uk/images/products/1654861194-26893800.jpg,S-15,GREEN,0004378500,2024-10-01,2024-10-01,-,125.00,69.99,0.0,0,10,1,0,11
165,https://www.leathercompany.co.uk/images/products/1654861194-26893800.jpg,S-15,NAVY,0004378400,2024-10-01,2024-10-01,-,125.00,69.99,5.0,0,4,3,2,9
165,https://www.leathercompany.co.uk/images/products/1654861194-26893800.jpg,S-15,TAN,0004378300,2024-10-01,2024-10-01,-,125.00,69.99,5.0,0,2,1,2,5
166,https://www.leathercompany.co.uk/images/products/zoom/1708538084-16808700.jpg,x-35,BLACK,0005053700,2025-07-01,2024-11-01,-,80.00,60.0,6.0,1,3,4,0,8
166,https://www.leathercompany.co.uk/images/products/zoom/1708538084-16808700.jpg,x-35,GREEN,0005053800,2025-01-01,2024-11-01,-,80.00,60.0,5.0,1,0,1,0,2
166,https://www.leathercompany.co.uk/images/products/zoom/1708538084-16808700.jpg,x-35,NAVY,0005053900,2025-06-01,2024-11-01,-,80.00,60.0,0.0,0,1,1,1,3
166,https://www.leathercompany.co.uk/images/products/zoom/1708538084-16808700.jpg,x-35,PINK,0005054100,2024-11-01,2024-11-01,-,80.00,60.0,8.0,0,1,0,0,1
166,https://www.leathercompany.co.uk/images/products/zoom/1708538084-16808700.jpg,x-35,TAN,0005054200,2025-01-01,2024-11-01,-,80.00,60.0,2.0,1,0,1,0,2
166,https://www.leathercompany.co.uk/images/products/zoom/1708538084-16808700.jpg,x-35,TEAL,0005054300,2025-03-01,2024-11-01,-,80.00,60.0,4.0,1,0,1,0,2
166,https://www.leathercompany.co.uk/images/products/zoom/1708538084-16808700.jpg,x-35,WHITE,0005054400,2025-07-01,2024-11-01,-,80.00,60.0,0.0,2,1,0,0,3
166,https://www.leathercompany.co.uk/images/products/zoom/1708538084-16808700.jpg,x-35,WINE,0005054500,2024-12-01,2024-11-01,-,80.00,60.0,5.0,0,2,0,0,2
166,https://www.leathercompany.co.uk/images/products/zoom/1708538084-16808700.jpg,x-35,WOOD ROSE,0005054600,2025-03-01,2024-11-01,-,80.00,60.0,1.0,2,0,1,2,5
167,https://www.leathercompany.co.uk/images/products/1602765467-38690400.jpg,D-70,BLACK,0004416300,2025-04-01,2024-11-01,-,69.99,52.49,6.0,0,2,0,1,3
167,https://www.leathercompany.co.uk/images/products/1602765467-38690400.jpg,D-70,DK BROWN,0004030400,2024-11-01,2024-11-01,-,69.99,52.49,12.0,0,2,0,0,2
167,https://www.leathercompany.co.uk/images/products/1602765467-38690400.jpg,D-70,GREEN,0004030300,2025-08-01,2024-11-01,-,69.99,52.49,1.0,0,3,3,0,6
167,https://www.leathercompany.co.uk/images/products/1602765467-38690400.jpg,D-70,NAVY,0004029900,2024-11-01,2024-11-01,-,69.99,52.49,3.0,0,2,2,0,4
167,https://www.leathercompany.co.uk/images/products/1602765467-38690400.jpg,D-70,ORANGE,0004030200,2024-12-01,2024-11-01,-,69.99,52.49,7.0,0,1,0,0,1
167,https://www.leathercompany.co.uk/images/products/1602765467-38690400.jpg,D-70,TAUPE,0004029800,2024-11-01,2024-11-01,-,69.99,52.49,0.0,0,3,3,0,6
167,https://www.leathercompany.co.uk/images/products/1602765467-38690400.jpg,D-70,TURQUISE,0004416400,2025-06-01,2024-11-01,-,69.99,52.49,8.0,0,1,0,1,2
167,https://www.leathercompany.co.uk/images/products/1602765467-38690400.jpg,D-70,YELLOW,0004030100,2025-03-01,2024-11-01,-,69.99,52.49,2.0,0,0,1,0,1
168,https://www.leathercompany.co.uk/images/products/1643376278-11361000.jpg,J-12,PEACH WHIP,0004282300,2024-12-01,2024-06-01,-,124.99,80.0,8.0,1,2,1,0,4
168,https://www.leathercompany.co.uk/images/products/1643376278-11361000.jpg,J-12,WINTER SKY,0004282200,2025-03-01,2024-06-01,-,124.99,80.0,8.0,1,0,1,0,2
168,https://www.leathercompany.co.uk/images/products/1643376278-11361000.jpg,J-12,WOOD ROSE,0004282100,2024-06-01,2024-06-01,-,124.99,80.0,2.0,1,4,0,0,5
170,https://www.leathercompany.co.uk/images/products/zoom/1701609944-79735300.jpg,bc1,BLACK,0004988800,2024-03-01,2024-03-01,-,119.00,59.99,8.0,7,9,2,0,18
170,https://www.leathercompany.co.uk/images/products/zoom/1701609944-79735300.jpg,bc1,BRANDY,0004988900,2024-07-01,2024-03-01,-,119.00,59.99,0.0,4,7,1,0,12
171,https://www.leathercompany.co.uk/images/products/1654874348-07902800.jpg,S-11,GREEN,0004374300,2024-10-01,2024-10-01,-,65.00,29.99,5.0,0,3,2,2,7
171,https://www.leathercompany.co.uk/images/products/1654874348-07902800.jpg,S-11,NAVY,0004374200,2025-04-01,2024-10-01,-,65.00,29.99,6.0,0,4,0,1,5
171,https://www.leathercompany.co.uk/images/products/1654874348-07902800.jpg,S-11,TAN,0004374100,2024-10-01,2024-10-01,-,65.00,29.99,0.0,0,7,5,2,14
172,https://www.leathercompany.co.uk/images/products/zoom/1742295511-54669500.jpg,64867,2 tone tan,0005465000,2025-06-01,2025-06-01,16.6,160.00,62.49,147.0,0,0,0,1,1
172,https://www.leathercompany.co.uk/images/products/zoom/1742295511-54669500.jpg,64867,BEIGE,0005465100,2025-06-01,2025-06-01,16.6,160.00,62.49,74.0,0,0,0,1,1
172,https://www.leathercompany.co.uk/images/products/zoom/1742295511-54669500.jpg,64867,BLACK,0005464900,2025-06-01,2025-06-01,16.6,160.00,62.49,146.0,0,0,0,3,3
172,https://www.leathercompany.co.uk/images/products/zoom/1742295511-54669500.jpg,64867,DENIM,0005465200,2025-07-01,2025-06-01,16.6,160.00,62.49,49.0,0,0,0,0,0
172,https://www.leathercompany.co.uk/images/products/zoom/1742295511-54669500.jpg,64867,SAGE,0005465300,2025-06-01,2025-06-01,16.6,160.00,62.49,46.0,0,0,0,1,1
172,https://www.leathercompany.co.uk/images/products/zoom/1742295511-54669500.jpg,64867,WOOD ROSE,0005465400,2025-06-01,2025-06-01,16.6,160.00,62.49,73.0,0,0,0,1,1
173,https://www.leathercompany.co.uk/images/products/zoom/1739979949-65818900.jpg,derby,BLACK,0005432500,2025-03-01,2025-03-01,10.5,120.00,42.99,171.0,0,0,4,5,9
173,https://www.leathercompany.co.uk/images/products/zoom/1739979949-65818900.jpg,derby,BLUSH,0005432600,2025-05-01,2025-03-01,10.5,120.00,42.99,87.0,0,0,0,3,3
173,https://www.leathercompany.co.uk/images/products/zoom/1739979949-65818900.jpg,derby,COGNAC,0005432700,2025-05-01,2025-03-01,10.5,120.00,42.99,95.0,0,0,0,2,2
173,https://www.leathercompany.co.uk/images/products/zoom/1739979949-65818900.jpg,derby,FERN,0005432800,2025-03-01,2025-03-01,10.5,120.00,42.99,93.0,0,0,1,1,2
173,https://www.leathercompany.co.uk/images/products/zoom/1739979949-65818900.jpg,derby,HOT PINK,0005432900,2025-04-01,2025-03-01,10.5,120.00,42.99,97.0,0,0,0,1,1
174,https://www.leathercompany.co.uk/images/products/1533554267-28366600.jpg,62238,BLACK,0003214000,2024-11-01,2024-11-01,-,129.00,53.0,0.0,0,15,0,0,15
174,https://www.leathercompany.co.uk/images/products/1533554267-28366600.jpg,62238,RASPBERRY,0003214200,2024-11-01,2024-11-01,-,129.00,53.0,0.0,0,11,4,0,15
175,https://www.leathercompany.co.uk/images/products/zoom/1742822859-46876600.jpg,y-60,BEIGE,0005475900,2025-04-01,2025-04-01,-,45.00,33.75,2.0,0,0,0,2,2
175,https://www.leathercompany.co.uk/images/products/zoom/1742822859-46876600.jpg,y-60,BLACK,0005475800,2025-04-01,2025-04-01,-,45.00,33.75,0.0,0,0,0,4,4
175,https://www.leathercompany.co.uk/images/products/zoom/1742822859-46876600.jpg,y-60,BUTTERSCOTCH,0005476000,2025-05-01,2025-04-01,-,45.00,33.75,5.0,0,0,0,4,4
175,https://www.leathercompany.co.uk/images/products/zoom/1742822859-46876600.jpg,y-60,GREEN,0005476100,2025-05-01,2025-04-01,-,45.00,33.75,2.0,0,0,0,1,1
175,https://www.leathercompany.co.uk/images/products/zoom/1742822859-46876600.jpg,y-60,MUSTARD,0005476200,2025-05-01,2025-04-01,-,45.00,33.75,1.0,0,0,0,3,3
175,https://www.leathercompany.co.uk/images/products/zoom/1742822859-46876600.jpg,y-60,NAVY,0005476300,2025-05-01,2025-04-01,-,45.00,33.75,3.0,0,0,0,1,1
175,https://www.leathercompany.co.uk/images/products/zoom/1742822859-46876600.jpg,y-60,ORANGE,0005476400,2025-05-01,2025-04-01,-,45.00,33.75,1.0,0,0,0,2,2
175,https://www.leathercompany.co.uk/images/products/zoom/1742822859-46876600.jpg,y-60,RASPBERRY,0005476500,2025-05-01,2025-04-01,-,45.00,33.75,0.0,0,0,0,3,3
175,https://www.leathercompany.co.uk/images/products/zoom/1742822859-46876600.jpg,y-60,TURQUISE,0005476600,2025-07-01,2025-04-01,-,45.00,33.75,2.0,0,0,0,0,0
175,https://www.leathercompany.co.uk/images/products/zoom/1742822859-46876600.jpg,y-60,WHITE,0005476700,2025-04-01,2025-04-01,-,45.00,33.75,2.0,0,0,0,3,3
176,https://www.leathercompany.co.uk/images/products/zoom/1727778616-38703300.jpg,cork,BLACK,0005297200,2024-11-01,2024-11-01,-,99.99,34.99,53.0,0,10,12,5,27
176,https://www.leathercompany.co.uk/images/products/zoom/1727778616-38703300.jpg,cork,avio blue,0005297300,2025-07-01,2024-11-01,-,99.99,34.99,40.0,0,0,1,0,1
177,https://www.leathercompany.co.uk/images/products/zoom/1713965506-59370400.jpg,g-15,BLACK,0005148000,2024-11-01,2024-11-01,-,40.00,30.0,5.0,0,1,2,3,6
177,https://www.leathercompany.co.uk/images/products/zoom/1713965506-59370400.jpg,g-15,BRANDY,0005148100,2024-11-01,2024-11-01,-,40.00,30.0,5.0,0,2,1,4,7
177,https://www.leathercompany.co.uk/images/products/zoom/1713965506-59370400.jpg,g-15,HONEY,0005148200,2025-04-01,2024-11-01,-,40.00,30.0,4.0,0,2,0,3,5
177,https://www.leathercompany.co.uk/images/products/zoom/1713965506-59370400.jpg,g-15,NAVY,0005148300,2024-12-01,2024-11-01,-,40.00,30.0,3.0,0,1,1,3,5
177,https://www.leathercompany.co.uk/images/products/zoom/1713965506-59370400.jpg,g-15,RED,0005148400,2025-03-01,2024-11-01,-,40.00,30.0,4.0,0,0,1,4,5
178,https://www.leathercompany.co.uk/images/products/1657028804-43125400.jpg,D-71,BLACK,0004416500,2025-04-01,2024-03-01,-,79.99,59.99,3.0,0,2,0,3,5
178,https://www.leathercompany.co.uk/images/products/1657028804-43125400.jpg,D-71,COGNAC,0004030600,2024-11-01,2024-03-01,-,79.99,59.99,0.0,0,2,0,0,2
178,https://www.leathercompany.co.uk/images/products/1657028804-43125400.jpg,D-71,DK BROWN,0004031000,2025-08-01,2024-03-01,-,79.99,59.99,3.0,0,1,3,1,5
178,https://www.leathercompany.co.uk/images/products/1657028804-43125400.jpg,D-71,NAVY,0004030800,2024-11-01,2024-03-01,-,79.99,59.99,0.0,0,1,0,0,1
178,https://www.leathercompany.co.uk/images/products/1657028804-43125400.jpg,D-71,RED,0004030900,2025-05-01,2024-03-01,-,79.99,59.99,3.0,0,1,0,1,2
178,https://www.leathercompany.co.uk/images/products/1657028804-43125400.jpg,D-71,TURQUISE,0004416600,2024-03-01,2024-03-01,-,79.99,59.99,3.0,0,0,0,0,0
179,https://www.leathercompany.co.uk/images/products/zoom/1740416712-20587900.jpg,york,BLACK,0005434000,2025-03-01,2025-03-01,7.5,90.00,34.99,193.0,0,0,3,2,5
179,https://www.leathercompany.co.uk/images/products/zoom/1740416712-20587900.jpg,york,BLUSH,0005434100,2025-04-01,2025-03-01,7.5,90.00,34.99,93.0,0,0,0,6,6
179,https://www.leathercompany.co.uk/images/products/zoom/1740416712-20587900.jpg,york,COGNAC,0005434200,2025-03-01,2025-03-01,7.5,90.00,34.99,97.0,0,0,2,0,2
179,https://www.leathercompany.co.uk/images/products/zoom/1740416712-20587900.jpg,york,FERN,0005434300,2025-03-01,2025-03-01,7.5,90.00,34.99,95.0,0,0,1,2,3
179,https://www.leathercompany.co.uk/images/products/zoom/1740416712-20587900.jpg,york,HOT PINK,0005434400,2025-04-01,2025-03-01,7.5,90.00,34.99,96.0,0,0,0,1,1
180,https://www.leathercompany.co.uk/images/products/1619605117-05698100.jpg,G24,BLACK,0003742800,2025-04-01,2024-11-01,-,59.99,44.99,3.0,0,2,0,1,3
180,https://www.leathercompany.co.uk/images/products/1619605117-05698100.jpg,G24,BRANDY,0003742900,2024-11-01,2024-11-01,-,59.99,44.99,2.0,0,3,2,2,7
180,https://www.leathercompany.co.uk/images/products/1619605117-05698100.jpg,G24,HONEY,0003743000,2024-11-01,2024-11-01,-,59.99,44.99,5.0,0,4,4,1,9
180,https://www.leathercompany.co.uk/images/products/1619605117-05698100.jpg,G24,NAVY,0005147300,2025-04-01,2024-11-01,-,59.99,44.99,1.0,0,2,0,1,3
180,https://www.leathercompany.co.uk/images/products/1619605117-05698100.jpg,G24,RED,0004761900,2025-08-01,2024-11-01,-,59.99,44.99,4.0,0,0,0,0,0
181,https://www.leathercompany.co.uk/images/products/zoom/1682425698-72055500.jpg,z-71,BLACK,0004596200,2024-11-01,2024-11-01,-,40.00,30.0,15.0,0,3,7,4,14
181,https://www.leathercompany.co.uk/images/products/zoom/1682425698-72055500.jpg,z-71,GREEN,0004596300,2025-01-01,2024-11-01,-,40.00,30.0,2.0,0,0,2,0,2
181,https://www.leathercompany.co.uk/images/products/zoom/1682425698-72055500.jpg,z-71,TAN,0004596400,2025-05-01,2024-11-01,-,40.00,30.0,3.0,0,4,0,3,7
181,https://www.leathercompany.co.uk/images/products/zoom/1682425698-72055500.jpg,z-71,WINE,0004596500,2024-11-01,2024-11-01,-,40.00,30.0,5.0,0,2,0,0,2
182,https://www.leathercompany.co.uk/images/products/zoom/1741775756-87529500.jpg,32057,2 tone tan,0005450300,2025-04-01,2025-03-01,4.1,60.00,24.99,196.0,0,0,0,2,2
182,https://www.leathercompany.co.uk/images/products/zoom/1741775756-87529500.jpg,32057,BEIGE,0005450400,2025-04-01,2025-03-01,4.1,60.00,24.99,197.0,0,0,0,2,2
182,https://www.leathercompany.co.uk/images/products/zoom/1741775756-87529500.jpg,32057,BLACK,0005450200,2025-03-01,2025-03-01,4.1,60.00,24.99,192.0,0,0,2,6,8
182,https://www.leathercompany.co.uk/images/products/zoom/1741775756-87529500.jpg,32057,DENIM,0005450500,2025-04-01,2025-03-01,4.1,60.00,24.99,196.0,0,0,0,3,3
182,https://www.leathercompany.co.uk/images/products/zoom/1741775756-87529500.jpg,32057,SAGE,0005450600,2025-08-01,2025-03-01,4.1,60.00,24.99,198.0,0,0,0,1,1
182,https://www.leathercompany.co.uk/images/products/zoom/1741775756-87529500.jpg,32057,WOOD ROSE,0005450700,2025-03-01,2025-03-01,4.1,60.00,24.99,194.0,0,0,1,3,4
183,https://www.leathercompany.co.uk/images/products/zoom/1710766870-01596400.jpg,61410,BORDUEX,0003739900,2024-10-01,2024-09-01,-,99.00,39.99,23.0,0,8,4,2,14
183,https://www.leathercompany.co.uk/images/products/zoom/1710766870-01596400.jpg,61410,NAVY,0005077500,2024-09-01,2024-09-01,-,99.00,39.99,10.0,1,5,3,0,9
184,https://www.leathercompany.co.uk/images/products/zoom/1727798612-16768100.jpg,20-120,BRIDGE,0005296600,2024-10-01,2024-10-01,-,149.00,68.99,25.0,0,10,8,5,23
